feature,coefficient
cat__Admission Date_2025-08-24 00:00:00,0.0
cat__Admission Date_2025-08-23 12:00:00,0.0
cat__Admission Date_2025-08-23 00:00:00,0.0
cat__Admission Date_2025-07-13 00:00:00,0.0
cat__Admission Date_2025-07-12 00:00:00,0.0
cat__Admission Date_2025-07-10 12:00:00,0.0
cat__Admission Date_2025-08-29 00:00:00,0.0
cat__Admission Date_2025-08-20 12:00:00,0.0
cat__Admission Date_2025-08-20 00:00:00,0.0
cat__Admission Date_2025-08-18 12:00:00,0.0
cat__Admission Date_2025-08-18 00:00:00,0.0
cat__Admission Date_2025-08-15 12:00:00,0.0
cat__Admission Date_2025-08-15 00:00:00,0.0
cat__Admission Date_2025-08-14 00:00:00,0.0
cat__Admission Date_2025-08-13 12:00:00,0.0
cat__Admission Date_2025-08-02 00:00:00,0.0
cat__Admission Date_2025-09-21 00:00:00,0.0
cat__Admission Date_2025-09-19 12:00:00,0.0
cat__Admission Date_2025-09-19 00:00:00,0.0
cat__Admission Date_2025-09-16 12:00:00,0.0
cat__Admission Date_2025-09-16 00:00:00,0.0
cat__Admission Date_2025-09-15 00:00:00,0.0
cat__Admission Date_2025-09-14 00:00:00,0.0
cat__Admission Date_2025-08-02 12:00:00,0.0
cat__Admission Date_2025-09-21 12:00:00,0.0
cat__Admission Date_2025-06-06 12:00:00,0.0
cat__Admission Date_2025-06-05 12:00:00,0.0
cat__Admission Date_2025-07-22 12:00:00,0.0
cat__Admission Date_2025-07-20 12:00:00,0.0
cat__Admission Date_2025-07-19 00:00:00,0.0
cat__Admission Date_2025-07-18 12:00:00,0.0
cat__Admission Date_2025-07-18 00:00:00,0.0
cat__Admission Date_2025-07-17 12:00:00,0.0
cat__Admission Date_2025-07-09 00:00:00,0.0
cat__Admission Date_2025-07-13 12:00:00,0.0
cat__Admission Date_2025-05-19 00:00:00,0.0
cat__Admission Date_2025-05-18 00:00:00,0.0
cat__Admission Date_2025-05-17 12:00:00,0.0
cat__Admission Date_2025-05-16 00:00:00,0.0
cat__Admission Date_2025-05-14 00:00:00,0.0
cat__Admission Date_2025-05-13 12:00:00,0.0
cat__Admission Date_2025-05-12 12:00:00,0.0
cat__Admission Date_2025-07-15 00:00:00,0.0
cat__Admission Date_2025-07-07 12:00:00,0.0
cat__Admission Date_2025-07-06 12:00:00,0.0
cat__Admission Date_2025-07-05 12:00:00,0.0
cat__Admission Date_2025-07-05 00:00:00,0.0
cat__Admission Date_2025-08-13 00:00:00,0.0
cat__Admission Date_2025-08-12 00:00:00,0.0
cat__Admission Date_2025-08-10 12:00:00,0.0
cat__Admission Date_2025-08-10 00:00:00,0.0
cat__Admission Date_2025-06-11 00:00:00,0.0
cat__Admission Date_2025-08-04 12:00:00,0.0
cat__Admission Date_2025-08-04 00:00:00,0.0
cat__Admission Date_2025-08-03 00:00:00,0.0
cat__Admission Date_2025-06-19 00:00:00,0.0
cat__Admission Date_2025-06-18 12:00:00,0.0
cat__Admission Date_2025-06-15 12:00:00,0.0
cat__Admission Date_2025-06-14 12:00:00,0.0
cat__Admission Date_2025-06-13 12:00:00,0.0
cat__Admission Date_2025-08-08 00:00:00,0.0
cat__Admission Date_2024-12-23 00:00:00,0.0
cat__Admission Date_2024-12-21 00:00:00,0.0
cat__Admission Date_2024-12-20 12:00:00,0.0
cat__Admission Date_2024-12-20 00:00:00,0.0
cat__Admission Date_2024-12-18 12:00:00,0.0
cat__Admission Date_2024-12-17 00:00:00,0.0
cat__Admission Date_2024-12-14 12:00:00,0.0
cat__Admission Date_2025-03-29 12:00:00,0.0
cat__Admission Date_2024-11-07 00:00:00,0.0
cat__Admission Date_2024-11-06 00:00:00,0.0
cat__Admission Date_2024-11-03 00:00:00,0.0
cat__Admission Date_2024-11-01 12:00:00,0.0
cat__Admission Date_2024-11-01 00:00:00,0.0
cat__Admission Date_2024-10-31 12:00:00,0.0
cat__Admission Date_2024-10-30 12:00:00,0.0
cat__Admission Date_2024-12-05 00:00:00,0.0
cat__Admission Date_2024-11-09 00:00:00,0.0
cat__Admission Date_2024-12-06 12:00:00,0.0
cat__Admission Date_2025-01-13 00:00:00,0.0
cat__Admission Date_2025-01-12 12:00:00,0.0
cat__Admission Date_2025-01-12 00:00:00,0.0
cat__Admission Date_2025-01-11 12:00:00,0.0
cat__Admission Date_2025-01-10 00:00:00,0.0
cat__Admission Date_2025-01-07 12:00:00,0.0
cat__Admission Date_2025-01-06 12:00:00,0.0
cat__Admission Date_2024-12-23 12:00:00,0.0
cat__Admission Date_2024-11-27 00:00:00,0.0
cat__Admission Date_2024-11-26 12:00:00,0.0
cat__Admission Date_2024-11-24 12:00:00,0.0
cat__Admission Date_2024-11-23 12:00:00,0.0
cat__Admission Date_2024-11-23 00:00:00,0.0
cat__Admission Date_2024-11-22 12:00:00,0.0
cat__Admission Date_2024-11-21 12:00:00,0.0
cat__Admission Date_2024-11-20 12:00:00,0.0
cat__Admission Date_2025-01-04 12:00:00,0.0
cat__Admission Date_2024-11-14 00:00:00,0.0
cat__Admission Date_2024-11-12 12:00:00,0.0
cat__Admission Date_2024-11-12 00:00:00,0.0
cat__Admission Date_2024-11-10 12:00:00,0.0
cat__Admission Date_2024-10-04 12:00:00,0.0
cat__Admission Date_2024-10-04 00:00:00,0.0
cat__Admission Date_2024-10-03 00:00:00,0.0
cat__Admission Date_2024-10-02 12:00:00,0.0
cat__Admission Date_2024-12-04 12:00:00,0.0
cat__Admission Date_2024-09-30 12:00:00,0.0
cat__Admission Date_2024-09-29 12:00:00,0.0
cat__Admission Date_2024-09-29 00:00:00,0.0
cat__Admission Date_2024-10-29 00:00:00,0.0
cat__Admission Date_2024-10-28 12:00:00,0.0
cat__Admission Date_2024-10-27 12:00:00,0.0
cat__Admission Date_2024-10-26 00:00:00,0.0
cat__Admission Date_2024-10-25 12:00:00,0.0
cat__Admission Date_2024-10-01 00:00:00,0.0
cat__Admission Date_2024-12-03 00:00:00,0.0
cat__Admission Date_2024-12-02 12:00:00,0.0
cat__Admission Date_2024-12-01 12:00:00,0.0
cat__Admission Date_2024-11-28 12:00:00,0.0
cat__Admission Date_2024-11-28 00:00:00,0.0
cat__Admission Date_2024-11-27 12:00:00,0.0
cat__Admission Date_2024-10-21 12:00:00,0.0
cat__Admission Date_2024-10-20 00:00:00,0.0
cat__Admission Date_2024-11-14 12:00:00,0.0
cat__Admission Date_2024-10-18 12:00:00,0.0
cat__Admission Date_2024-10-18 00:00:00,0.0
cat__Admission Date_2024-10-17 00:00:00,0.0
cat__Admission Date_2024-10-16 00:00:00,0.0
cat__Admission Date_2024-10-14 00:00:00,0.0
cat__Admission Date_2024-11-20 00:00:00,0.0
cat__Admission Date_2024-11-18 00:00:00,0.0
cat__Admission Date_2024-11-15 00:00:00,0.0
cat__Admission Date_2024-10-19 12:00:00,0.0
cat__Admission Date_2025-02-09 00:00:00,0.0
cat__Admission Date_2025-02-07 12:00:00,0.0
cat__Admission Date_2025-02-07 00:00:00,0.0
cat__Admission Date_2025-02-06 00:00:00,0.0
cat__Admission Date_2025-02-05 12:00:00,0.0
cat__Admission Date_2025-02-04 00:00:00,0.0
cat__Admission Date_2025-02-03 12:00:00,0.0
cat__Admission Date_2025-03-02 12:00:00,0.0
cat__Admission Date_2024-12-07 12:00:00,0.0
cat__Admission Date_2025-03-01 12:00:00,0.0
cat__Admission Date_2025-03-01 00:00:00,0.0
cat__Admission Date_2025-02-28 12:00:00,0.0
cat__Admission Date_2025-02-27 00:00:00,0.0
cat__Admission Date_2025-02-25 12:00:00,0.0
cat__Admission Date_2025-02-23 12:00:00,0.0
cat__Admission Date_2025-01-24 00:00:00,0.0
cat__Admission Date_2025-01-19 00:00:00,0.0
cat__Admission Date_2025-03-02 00:00:00,0.0
cat__Admission Date_2025-03-29 00:00:00,0.0
cat__Admission Date_2025-02-23 00:00:00,0.0
cat__Admission Date_2025-02-22 12:00:00,0.0
cat__Admission Date_2025-02-20 12:00:00,0.0
cat__Admission Date_2025-02-20 00:00:00,0.0
cat__Admission Date_2025-02-18 12:00:00,0.0
cat__Admission Date_2025-02-18 00:00:00,0.0
cat__Admission Date_2025-02-17 12:00:00,0.0
cat__Admission Date_2025-02-09 12:00:00,0.0
cat__Admission Date_2025-03-20 12:00:00,0.0
cat__Admission Date_2025-03-20 00:00:00,0.0
cat__Admission Date_2025-03-19 00:00:00,0.0
cat__Admission Date_2025-03-18 12:00:00,0.0
cat__Admission Date_2025-03-18 00:00:00,0.0
cat__Admission Date_2025-03-17 00:00:00,0.0
cat__Admission Date_2025-03-15 00:00:00,0.0
cat__Admission Date_2025-03-14 12:00:00,0.0
cat__Admission Date_2025-02-17 00:00:00,0.0
cat__Admission Date_2024-12-26 00:00:00,0.0
cat__Admission Date_2024-12-25 00:00:00,0.0
cat__Admission Date_2024-12-24 12:00:00,0.0
cat__Admission Date_2025-02-02 12:00:00,0.0
cat__Admission Date_2025-02-01 00:00:00,0.0
cat__Admission Date_2025-01-31 12:00:00,0.0
cat__Admission Date_2025-01-30 00:00:00,0.0
cat__Admission Date_2025-01-28 12:00:00,0.0
cat__Admission Date_2025-01-18 12:00:00,0.0
cat__Admission Date_2025-01-26 00:00:00,0.0
cat__Admission Date_2025-01-24 12:00:00,0.0
cat__Admission Date_2024-12-12 12:00:00,0.0
cat__Admission Date_2024-12-12 00:00:00,0.0
cat__Admission Date_2024-12-11 12:00:00,0.0
cat__Admission Date_2024-12-10 12:00:00,0.0
cat__Admission Date_2024-12-09 12:00:00,0.0
cat__Admission Date_2024-12-08 00:00:00,0.0
cat__Admission Date_2025-01-26 12:00:00,0.0
cat__Admission Date_2025-01-18 00:00:00,0.0
cat__Admission Date_2025-01-17 12:00:00,0.0
cat__Admission Date_2025-01-16 12:00:00,0.0
cat__Admission Date_2025-01-15 12:00:00,0.0
cat__Admission Date_2025-01-14 00:00:00,0.0
cat__Admission Date_2025-02-16 00:00:00,0.0
cat__Admission Date_2025-02-15 12:00:00,0.0
cat__Admission Date_2025-02-15 00:00:00,0.0
cat__Admission Date_2024-12-28 00:00:00,0.0
cat__Admission Date_2025-02-13 12:00:00,0.0
cat__Admission Date_2025-02-13 00:00:00,0.0
cat__Admission Date_2025-02-12 12:00:00,0.0
cat__Admission Date_2025-02-11 12:00:00,0.0
cat__Admission Date_2025-01-03 12:00:00,0.0
cat__Admission Date_2025-01-03 00:00:00,0.0
cat__Admission Date_2024-12-31 12:00:00,0.0
cat__Admission Date_2024-12-28 12:00:00,0.0
cat__Admission Date_2025-02-14 12:00:00,0.0
cat__Admission Date_2026-06-17 00:00:00,0.0
cat__Admission Date_2026-06-16 12:00:00,0.0
cat__Admission Date_2026-06-15 12:00:00,0.0
cat__Admission Date_2026-06-13 12:00:00,0.0
cat__Admission Date_2026-05-01 12:00:00,0.0
cat__Admission Date_2026-05-01 00:00:00,0.0
cat__Admission Date_2026-04-30 12:00:00,0.0
cat__Admission Date_2025-10-03 12:00:00,0.0
cat__Admission Date_2026-04-29 00:00:00,0.0
cat__Admission Date_2026-04-28 12:00:00,0.0
cat__Admission Date_2026-04-27 12:00:00,0.0
cat__Admission Date_2026-04-25 12:00:00,0.0
cat__Admission Date_2026-06-04 00:00:00,0.0
cat__Admission Date_2026-06-02 12:00:00,0.0
cat__Admission Date_2026-06-02 00:00:00,0.0
cat__Admission Date_2026-06-01 00:00:00,0.0
cat__Admission Date_2026-04-30 00:00:00,0.0
cat__Admission Date_2026-07-08 00:00:00,0.0
cat__Admission Date_2026-07-07 00:00:00,0.0
cat__Admission Date_2026-07-05 00:00:00,0.0
cat__Admission Date_2026-07-03 12:00:00,0.0
cat__Admission Date_2026-07-01 12:00:00,0.0
cat__Admission Date_2026-06-30 00:00:00,0.0
cat__Admission Date_2026-05-23 12:00:00,0.0
cat__Admission Date_2026-05-22 00:00:00,0.0
cat__Admission Date_2026-06-19 00:00:00,0.0
cat__Admission Date_2026-05-20 00:00:00,0.0
cat__Admission Date_2026-05-19 00:00:00,0.0
cat__Admission Date_2026-05-17 12:00:00,0.0
cat__Admission Date_2026-05-16 12:00:00,0.0
cat__Admission Date_2026-05-14 12:00:00,0.0
cat__Admission Date_2026-06-23 00:00:00,0.0
cat__Admission Date_2026-06-22 12:00:00,0.0
cat__Admission Date_2026-06-19 12:00:00,0.0
cat__Admission Date_2026-05-21 00:00:00,0.0
cat__Admission Date_2026-05-04 00:00:00,0.0
cat__Admission Date_2026-03-27 12:00:00,0.0
cat__Admission Date_2026-03-27 00:00:00,0.0
cat__Admission Date_2026-03-26 00:00:00,0.0
cat__Admission Date_2026-03-25 12:00:00,0.0
cat__Admission Date_2026-03-24 00:00:00,0.0
cat__Admission Date_2026-03-23 00:00:00,0.0
cat__Admission Date_2026-03-19 12:00:00,0.0
cat__Admission Date_2026-05-29 12:00:00,0.0
cat__Admission Date_2026-04-25 00:00:00,0.0
cat__Admission Date_2026-04-24 00:00:00,0.0
cat__Admission Date_2026-04-23 00:00:00,0.0
cat__Admission Date_2026-04-21 12:00:00,0.0
cat__Admission Date_2026-04-20 12:00:00,0.0
cat__Admission Date_2026-04-16 00:00:00,0.0
cat__Admission Date_2026-04-15 00:00:00,0.0
cat__Admission Date_2026-04-13 12:00:00,0.0
cat__Admission Date_2026-03-19 00:00:00,0.0
cat__Admission Date_2026-05-27 00:00:00,0.0
cat__Admission Date_2026-05-26 12:00:00,0.0
cat__Admission Date_2026-05-24 00:00:00,0.0
cat__Admission Date_2026-04-13 00:00:00,0.0
cat__Admission Date_2026-04-12 12:00:00,0.0
cat__Admission Date_2026-04-12 00:00:00,0.0
cat__Admission Date_2026-04-11 12:00:00,0.0
cat__Admission Date_2026-04-11 00:00:00,0.0
cat__Admission Date_2026-05-05 00:00:00,0.0
cat__Admission Date_2026-04-09 12:00:00,0.0
cat__Admission Date_2026-04-08 00:00:00,0.0
cat__Admission Date_2026-05-13 00:00:00,0.0
cat__Admission Date_2026-05-12 00:00:00,0.0
cat__Admission Date_2026-05-11 12:00:00,0.0
cat__Admission Date_2026-05-10 12:00:00,0.0
cat__Admission Date_2026-05-08 12:00:00,0.0
cat__Admission Date_2026-05-07 12:00:00,0.0
cat__Admission Date_2026-04-10 00:00:00,0.0
cat__Admission Date_2026-08-07 00:00:00,0.0
cat__Admission Date_2026-08-06 12:00:00,0.0
cat__Admission Date_2026-08-06 00:00:00,0.0
cat__Admission Date_2026-08-05 12:00:00,0.0
cat__Admission Date_2026-09-08 00:00:00,0.0
cat__Admission Date_2026-09-07 12:00:00,0.0
cat__Admission Date_2026-09-06 12:00:00,0.0
cat__Admission Date_2026-09-05 12:00:00,0.0
cat__Admission Date_2026-07-08 12:00:00,0.0
cat__Admission Date_2026-09-04 12:00:00,0.0
cat__Admission Date_2026-09-04 00:00:00,0.0
cat__Admission Date_2026-09-03 12:00:00,0.0
cat__Admission Date_2026-07-21 00:00:00,0.0
cat__Admission Date_2026-07-19 12:00:00,0.0
cat__Admission Date_2026-07-19 00:00:00,0.0
cat__Admission Date_2026-07-18 00:00:00,0.0
cat__Admission Date_2026-07-17 12:00:00,0.0
cat__Admission Date_2026-09-05 00:00:00,0.0
cat__Admission Date_2026-08-30 00:00:00,0.0
cat__Admission Date_2026-08-29 00:00:00,0.0
cat__Admission Date_2026-08-27 12:00:00,0.0
cat__Admission Date_2026-08-26 12:00:00,0.0
cat__Admission Date_2026-08-24 12:00:00,0.0
cat__Admission Date_2026-08-22 00:00:00,0.0
cat__Admission Date_2026-09-23 00:00:00,0.0
cat__Admission Date_2026-09-22 12:00:00,0.0
cat__Admission Date_2026-08-07 12:00:00,0.0
cat__Admission Date_2026-09-19 00:00:00,0.0
cat__Admission Date_2026-09-18 00:00:00,0.0
cat__Admission Date_2026-09-17 00:00:00,0.0
cat__Admission Date_2026-09-16 12:00:00,0.0
cat__Admission Date_2026-09-15 00:00:00,0.0
cat__Admission Date_2026-08-13 00:00:00,0.0
cat__Admission Date_2026-08-12 12:00:00,0.0
cat__Admission Date_2026-08-10 00:00:00,0.0
cat__Admission Date_2026-09-21 00:00:00,0.0
cat__Admission Date_2026-08-02 12:00:00,0.0
cat__Admission Date_2026-08-02 00:00:00,0.0
cat__Admission Date_2026-08-01 00:00:00,0.0
cat__Admission Date_2026-07-30 12:00:00,0.0
cat__Admission Date_2026-07-26 00:00:00,0.0
cat__Admission Date_2026-07-24 00:00:00,0.0
cat__Admission Date_2026-07-22 12:00:00,0.0
cat__Admission Date_2026-07-21 12:00:00,0.0
cat__Admission Date_2026-07-14 00:00:00,0.0
cat__Admission Date_2026-06-11 12:00:00,0.0
cat__Admission Date_2026-06-10 00:00:00,0.0
cat__Admission Date_2026-06-09 00:00:00,0.0
cat__Admission Date_2026-06-08 12:00:00,0.0
cat__Admission Date_2026-06-08 00:00:00,0.0
cat__Admission Date_2026-06-07 00:00:00,0.0
cat__Admission Date_2026-06-06 12:00:00,0.0
cat__Admission Date_2026-07-10 00:00:00,0.0
cat__Admission Date_2026-06-12 00:00:00,0.0
cat__Admission Date_2026-07-11 12:00:00,0.0
cat__Admission Date_2026-07-10 12:00:00,0.0
cat__Admission Date_2026-08-21 00:00:00,0.0
cat__Admission Date_2026-08-20 12:00:00,0.0
cat__Admission Date_2026-08-20 00:00:00,0.0
cat__Admission Date_2026-08-18 12:00:00,0.0
cat__Admission Date_2026-08-18 00:00:00,0.0
cat__Admission Date_2026-08-16 12:00:00,0.0
cat__Admission Date_2026-06-23 12:00:00,0.0
cat__Admission Date_2026-08-13 12:00:00,0.0
cat__Admission Date_2026-06-29 12:00:00,0.0
cat__Admission Date_2026-06-29 00:00:00,0.0
cat__Admission Date_2026-06-28 12:00:00,0.0
cat__Admission Date_2026-06-27 12:00:00,0.0
cat__Admission Date_2026-06-27 00:00:00,0.0
cat__Admission Date_2026-06-25 12:00:00,0.0
cat__Admission Date_2026-06-25 00:00:00,0.0
cat__Admission Date_2026-08-16 00:00:00,0.0
cat__Admission Date_2025-12-09 00:00:00,0.0
cat__Admission Date_2025-12-08 12:00:00,0.0
cat__Admission Date_2025-12-05 00:00:00,0.0
cat__Admission Date_2025-12-04 00:00:00,0.0
cat__Admission Date_2025-12-03 00:00:00,0.0
cat__Admission Date_2025-10-19 12:00:00,0.0
cat__Admission Date_2025-10-19 00:00:00,0.0
cat__Admission Date_2026-03-02 12:00:00,0.0
cat__Admission Date_2025-10-16 12:00:00,0.0
cat__Admission Date_2025-10-15 12:00:00,0.0
cat__Admission Date_2025-10-14 12:00:00,0.0
cat__Admission Date_2025-10-13 00:00:00,0.0
cat__Admission Date_2025-10-12 12:00:00,0.0
cat__Admission Date_2025-11-20 00:00:00,0.0
cat__Admission Date_2025-11-17 00:00:00,0.0
cat__Admission Date_2025-11-16 00:00:00,0.0
cat__Admission Date_2025-10-18 12:00:00,0.0
cat__Admission Date_2026-01-03 12:00:00,0.0
cat__Admission Date_2026-01-02 12:00:00,0.0
cat__Admission Date_2026-01-02 00:00:00,0.0
cat__Admission Date_2026-01-01 00:00:00,0.0
cat__Admission Date_2025-12-30 12:00:00,0.0
cat__Admission Date_2025-12-29 00:00:00,0.0
cat__Admission Date_2025-12-28 12:00:00,0.0
cat__Admission Date_2025-11-11 00:00:00,0.0
cat__Admission Date_2025-12-09 12:00:00,0.0
cat__Admission Date_2025-11-09 12:00:00,0.0
cat__Admission Date_2025-11-05 00:00:00,0.0
cat__Admission Date_2025-11-04 12:00:00,0.0
cat__Admission Date_2025-11-03 12:00:00,0.0
cat__Admission Date_2025-11-02 12:00:00,0.0
cat__Admission Date_2025-11-01 00:00:00,0.0
cat__Admission Date_2025-12-11 00:00:00,0.0
cat__Admission Date_2025-12-10 12:00:00,0.0
cat__Admission Date_2025-11-10 00:00:00,0.0
cat__Admission Date_2025-10-21 12:00:00,0.0
cat__Admission Date_2025-10-21 00:00:00,0.0
cat__Admission Date_2025-09-13 12:00:00,0.0
cat__Admission Date_2025-09-13 00:00:00,0.0
cat__Admission Date_2025-09-11 12:00:00,0.0
cat__Admission Date_2025-09-10 00:00:00,0.0
cat__Admission Date_2025-09-09 00:00:00,0.0
cat__Admission Date_2025-09-08 00:00:00,0.0
cat__Admission Date_2025-11-15 00:00:00,0.0
cat__Admission Date_2025-09-03 00:00:00,0.0
cat__Admission Date_2025-10-12 00:00:00,0.0
cat__Admission Date_2025-10-11 12:00:00,0.0
cat__Admission Date_2025-10-09 00:00:00,0.0
cat__Admission Date_2025-10-08 12:00:00,0.0
cat__Admission Date_2025-10-08 00:00:00,0.0
cat__Admission Date_2025-10-07 12:00:00,0.0
cat__Admission Date_2025-10-06 12:00:00,0.0
cat__Admission Date_2025-09-05 00:00:00,0.0
cat__Admission Date_2025-11-14 12:00:00,0.0
cat__Admission Date_2025-11-14 00:00:00,0.0
cat__Admission Date_2025-11-13 12:00:00,0.0
cat__Admission Date_2025-11-12 00:00:00,0.0
cat__Admission Date_2025-10-03 00:00:00,0.0
cat__Admission Date_2025-10-02 12:00:00,0.0
cat__Admission Date_2025-10-01 12:00:00,0.0
cat__Admission Date_2025-09-30 00:00:00,0.0
cat__Admission Date_2025-10-23 12:00:00,0.0
cat__Admission Date_2025-09-28 00:00:00,0.0
cat__Admission Date_2025-09-24 00:00:00,0.0
cat__Admission Date_2025-09-22 00:00:00,0.0
cat__Admission Date_2025-10-31 00:00:00,0.0
cat__Admission Date_2025-10-28 12:00:00,0.0
cat__Admission Date_2025-10-27 00:00:00,0.0
cat__Admission Date_2025-10-25 12:00:00,0.0
cat__Admission Date_2025-10-24 12:00:00,0.0
cat__Admission Date_2025-09-29 00:00:00,0.0
cat__Admission Date_2026-02-07 12:00:00,0.0
cat__Admission Date_2026-02-03 12:00:00,0.0
cat__Admission Date_2026-02-01 12:00:00,0.0
cat__Admission Date_2026-02-01 00:00:00,0.0
cat__Admission Date_2026-01-30 12:00:00,0.0
cat__Admission Date_2026-03-18 12:00:00,0.0
cat__Admission Date_2026-03-17 12:00:00,0.0
cat__Admission Date_2026-03-17 00:00:00,0.0
cat__Admission Date_2026-01-06 12:00:00,0.0
cat__Admission Date_2026-03-11 00:00:00,0.0
cat__Admission Date_2026-03-10 12:00:00,0.0
cat__Admission Date_2026-03-06 00:00:00,0.0
cat__Admission Date_2026-03-03 12:00:00,0.0
cat__Admission Date_2026-01-15 00:00:00,0.0
cat__Admission Date_2026-01-14 00:00:00,0.0
cat__Admission Date_2026-01-13 00:00:00,0.0
cat__Admission Date_2026-01-12 00:00:00,0.0
cat__Admission Date_2026-03-14 12:00:00,0.0
cat__Admission Date_2026-03-01 12:00:00,0.0
cat__Admission Date_2026-02-28 00:00:00,0.0
cat__Admission Date_2026-02-27 12:00:00,0.0
cat__Admission Date_2026-02-25 00:00:00,0.0
cat__Admission Date_2026-02-24 12:00:00,0.0
cat__Admission Date_2026-02-23 12:00:00,0.0
cat__Admission Date_2026-02-22 12:00:00,0.0
cat__Admission Date_2026-04-07 12:00:00,0.0
cat__Admission Date_2026-02-08 00:00:00,0.0
cat__Admission Date_2026-04-05 12:00:00,0.0
cat__Admission Date_2026-04-04 12:00:00,0.0
cat__Admission Date_2026-04-04 00:00:00,0.0
cat__Admission Date_2026-04-03 12:00:00,0.0
cat__Admission Date_2026-03-31 00:00:00,0.0
cat__Admission Date_2026-03-30 12:00:00,0.0
cat__Admission Date_2026-02-11 12:00:00,0.0
cat__Admission Date_2026-02-11 00:00:00,0.0
cat__Admission Date_2026-04-07 00:00:00,0.0
cat__Admission Date_2025-12-11 12:00:00,0.0
cat__Admission Date_2026-01-30 00:00:00,0.0
cat__Admission Date_2026-01-28 12:00:00,0.0
cat__Admission Date_2026-01-26 12:00:00,0.0
cat__Admission Date_2026-01-25 12:00:00,0.0
cat__Admission Date_2026-01-21 00:00:00,0.0
cat__Admission Date_2026-01-19 12:00:00,0.0
cat__Admission Date_2026-01-16 00:00:00,0.0
cat__Admission Date_2026-01-11 12:00:00,0.0
cat__Admission Date_2025-12-02 12:00:00,0.0
cat__Admission Date_2025-12-02 00:00:00,0.0
cat__Admission Date_2025-12-01 12:00:00,0.0
cat__Admission Date_2025-11-29 00:00:00,0.0
cat__Admission Date_2025-11-27 00:00:00,0.0
cat__Admission Date_2025-11-24 00:00:00,0.0
cat__Admission Date_2025-11-23 00:00:00,0.0
cat__Admission Date_2025-11-21 00:00:00,0.0
cat__Admission Date_2026-01-15 12:00:00,0.0
cat__Admission Date_2026-01-10 12:00:00,0.0
cat__Admission Date_2026-01-08 12:00:00,0.0
cat__Admission Date_2026-01-07 00:00:00,0.0
cat__Admission Date_2026-02-22 00:00:00,0.0
cat__Admission Date_2026-02-21 00:00:00,0.0
cat__Admission Date_2026-02-20 12:00:00,0.0
cat__Admission Date_2026-02-20 00:00:00,0.0
cat__Admission Date_2026-02-18 12:00:00,0.0
cat__Admission Date_2025-12-16 00:00:00,0.0
cat__Admission Date_2026-02-13 12:00:00,0.0
cat__Admission Date_2026-02-13 00:00:00,0.0
cat__Admission Date_2025-12-27 00:00:00,0.0
cat__Admission Date_2025-12-25 12:00:00,0.0
cat__Admission Date_2025-12-23 12:00:00,0.0
cat__Admission Date_2025-12-21 12:00:00,0.0
cat__Admission Date_2025-12-19 00:00:00,0.0
cat__Admission Date_2025-12-18 12:00:00,0.0
cat__Admission Date_2026-02-18 00:00:00,0.0
cat__Admission Time_04:55:57,0.0
cat__Admission Time_04:53:42,0.0
cat__Admission Time_05:21:04,0.0
cat__Admission Time_05:19:45,0.0
cat__Admission Time_05:19:31,0.0
cat__Admission Time_05:19:27,0.0
cat__Admission Time_05:19:02,0.0
cat__Admission Date_2028-08-14 12:00:00,0.0
cat__Admission Time_05:13:39,0.0
cat__Admission Time_05:13:29,0.0
cat__Admission Time_04:49:39,0.0
cat__Admission Time_04:49:14,0.0
cat__Admission Time_04:48:13,0.0
cat__Admission Time_04:46:47,0.0
cat__Admission Time_04:46:18,0.0
cat__Admission Time_04:46:16,0.0
cat__Admission Time_05:15:41,0.0
cat__Admission Time_05:07:17,0.0
cat__Admission Time_05:07:15,0.0
cat__Admission Time_05:06:32,0.0
cat__Admission Time_05:06:20,0.0
cat__Admission Time_05:29:22,0.0
cat__Admission Time_05:29:05,0.0
cat__Admission Time_05:27:08,0.0
cat__Admission Time_05:27:06,0.0
cat__Admission Time_04:59:59,0.0
cat__Admission Time_05:26:41,0.0
cat__Admission Time_05:25:40,0.0
cat__Admission Time_05:25:18,0.0
cat__Admission Time_05:03:18,0.0
cat__Admission Time_05:02:49,0.0
cat__Admission Time_05:01:30,0.0
cat__Admission Time_05:01:14,0.0
cat__Admission Time_05:00:30,0.0
cat__Admission Time_05:26:50,0.0
cat__Admission Time_04:52:16,0.0
cat__Admission Time_04:52:06,0.0
cat__Admission Time_04:51:24,0.0
cat__Admission Time_04:51:21,0.0
cat__Admission Time_04:50:31,0.0
cat__Admission Time_04:49:47,0.0
cat__Admission Time_04:49:42,0.0
cat__Admission Time_04:30:02,0.0
cat__Admission Time_04:45:51,0.0
cat__Admission Time_04:27:16,0.0
cat__Admission Time_04:26:34,0.0
cat__Admission Time_04:25:23,0.0
cat__Admission Time_04:23:56,0.0
cat__Admission Time_04:23:29,0.0
cat__Admission Time_04:23:21,0.0
cat__Admission Time_04:43:03,0.0
cat__Admission Time_04:42:44,0.0
cat__Admission Time_04:28:11,0.0
cat__Admission Time_04:44:52,0.0
cat__Admission Time_05:06:16,0.0
cat__Admission Time_05:06:12,0.0
cat__Admission Time_05:06:11,0.0
cat__Admission Time_05:06:07,0.0
cat__Admission Time_05:05:31,0.0
cat__Admission Time_05:04:49,0.0
cat__Admission Time_05:04:30,0.0
cat__Admission Time_04:53:36,0.0
cat__Admission Time_04:39:23,0.0
cat__Admission Time_04:38:32,0.0
cat__Admission Time_04:38:16,0.0
